Ecoregions;YEAR;HabitatComplexity;InsectDensity;LocalInsectTotalLCBD;LocalInsectReplLCBD;LocalInsectRichLCBD;RegionalInsectTotalLBCD;RegionalInsectReplLBCD;RegionalInsectRichLBCD;Insect_RarefiedChaoRichness;ObservedInsectRichness;CroplandIntensity;AnthropogenicImperviousnessSufaces;RoadsDensity;HighIntensiveLandUse;DensidadePopulational
CPL;2008;Good;102;0.011033414;0.008951201;0.015038635;0.001360236;0.001433;0.001233143;27.00;18;0;3.84;1.83;0.55;11.55
XER;2009;Good;181;0.017417905;0.015146522;0.021766518;0.000890679;0.000832578;0.00098666;17.00;13;0;0.1;0.66;0;0.22
TPL;2009;Good;246;0.006862264;0.007501031;0.005598135;0.000747858;0.000975236;0.000372242;45.00;25;95.01128304;0.87;1.03;0;4.32
TPL;2009;Good;453;0.004195031;0.005141674;0.002559141;0.000687611;0.00081414;0.00047859;42.00;34;48.30437089;0.47;1.32;0.01;2.64
NAP;2014;Good;376;0.007254054;0.008457563;0.00490896;0.000964694;0.001320498;0.000374259;110.00;29;0;0.25;2.23;0;49.44
SAP;2013;Good;491;0.008457887;0.006572024;0.011229193;0.001049251;0.001352373;0.000506465;87.00;27;0.357544412;0.77;1.01;0.03;26.79
NAP;2008;Good;69;0.006256695;0.00713368;0.00506753;0.001398331;0.001337745;0.001504152;25.00;16;0.04125071;0.42;0.76;0.04;7.79
TPL;2009;Good;21;0.004765354;0.005950096;0.002718005;0.000830331;0.000267895;0.001759448;18.00;8;7.282554;1.48;1.56;0.32;23.78
CPL;2013;Good;455;0.010153891;0.00434928;0.019189915;0.001047292;0.001215888;0.000745395;73.00;37;8.489096573;0.83;1.64;0.08;6
NPL;2014;Good;486;0.005688424;0.007042131;0.002165195;0.000712532;0.000829442;0.000518527;27.00;25;56.9071936;0.46;1.34;0.02;1.17
SAP;2008;Good;345;0.011849369;0.006055973;0.016367117;0.001162066;0.001437249;0.000681422;49.00;35;0;29.68;7.46;9.91;712.33
SAP;2008;Good;70;0.010104919;0.012971276;0.004455407;0.001274324;0.001088906;0.00159818;26.00;16;0.1449649;1.76;2.44;0.27;40.57
WMT;2014;Good;173;0.008241262;0.010115404;0.005196507;0.000891309;0.001167215;0.00043346;37.00;25;0;0.16;1.67;0;0.13
CPL;2009;Good;735;0.010708255;-0.005971972;0.038744372;0.000679986;0.000766229;0.000537518;42.00;36;51.99409158;1.67;2.19;0;42.07
TPL;2009;Good;23;0.007863118;0.007353024;0.008872601;0.000833009;0.000155848;0.001951645;19.00;7;94.09538229;1.56;0.84;0;3.56
SAP;2008;Good;390;0.007526609;0.006808284;0.008500634;0.00120049;0.00157076;0.000553764;35.00;31;0.001917693;11.61;5.88;2.51;315.71
TPL;2009;Good;517;0.006112448;0.007535525;0.004026131;0.000743;0.000832525;0.000595109;60.00;39;0.7243414;0.16;0.77;0;1.67
TPL;2013;Good;467;0.009168464;0.010359769;0.007132062;0.000973852;0.001167482;0.000627129;43.00;33;85.62451484;1.38;1.4;0.04;9.72
UMW;2013;Good;374;0.009285609;0.011996926;0.004650918;0.000967029;0.00113562;0.00066514;26.00;23;59.94175984;2.21;1.69;0.17;14.8
CPL;2009;Good;134;0.009649909;0.009209387;0.010652619;0.000827424;0.000543482;0.001296482;23.00;11;0;0.93;1.15;0.04;36.23
CPL;2009;Good;44;0.010387708;0.009241595;0.013126543;0.000744402;0.000753062;0.000730095;33.00;17;15.78191;2.27;2.13;0.37;59.34
NAP;2013;Good;326;0.006439543;0.007273597;0.004958137;0.001094537;0.001194843;0.000914924;65.00;41;0.393982808;0.21;0.79;0;24.52
SAP;2014;Good;146;0.011889554;0.015123548;0.0037416;0.000918953;0.001107036;0.00060684;31.00;20;0;0.47;2.44;0.01;2.66
NAP;2014;Good;527;0.014696465;0.020675749;0.005013667;0.000891777;0.000474863;0.001583619;101.00;61;0;0.29;0.78;0.01;4.46
UMW;2014;Good;19;0.010844897;0.015325498;0.003565658;0.001119244;0.000746576;0.001737663;26.00;9;0;0.11;0.26;0;3.21
NAP;2008;Good;294;0.006178104;0.008056709;0.003630776;0.001332478;0.001815655;0.000488546;49.00;29;0;1.03;2.11;0;93.27
SAP;2009;Good;513;0.003896439;0.004766941;0.002392129;0.000894703;0.001257129;0.000295996;64.00;28;0;0;0.31;0;10.43
SAP;2009;Good;329;0.013588709;0.017310378;0.006463494;0.000715116;0.000375141;0.001276737;78.00;56;0.03277549;0.26;1.09;0.01;3.85
SAP;2009;Good;251;0.0167185;0.015859688;0.018362714;0.000732227;0.00082907;0.000572248;75.00;38;0.2110591;0.42;1.7;0.02;10.45
WMT;2013;Good;174;0.017926386;-0.003644388;0.051734325;0.001091175;0.001434133;0.000477055;64.00;28;0.110065726;0.43;2.25;0.03;3.13
NPL;2013;Good;419;0.009264594;0.008443567;0.010471106;0.001059068;0.001361465;0.00051758;43.00;31;0.524968635;0.07;0.77;0;0.17
UMW;2008;Good;246;0.004142482;0.005439034;0.002564324;0.001314117;0.00096162;0.001929801;29.00;14;46.50953086;2.08;1.62;0.43;39.03
UMW;2009;Good;357;0.016589368;0.020133269;0.0095445;0.000756553;0.000874839;0.00056115;52.00;38;0;0.09;0.5;0.01;0.58
NPL;2009;Good;618;0.007406465;0.009092465;0.004069846;0.000693666;0.000687344;0.00070411;51.00;41;5.407729;0.07;0.42;0;0.28
NPL;2008;Good;714;0.010174742;0.010845119;0.008885244;0.001123153;0.0013601;0.000709295;36.00;25;0.004924503;1;1.16;0.07;23.63
NAP;2014;Good;488;0.00697464;0.007045012;0.006837516;0.000906217;0.001095493;0.000592127;62.00;38;0;0.1;0.67;0.01;3.05
WMT;2014;Good;278;0.00704447;0.007454415;0.005977524;0.000882235;0.001120482;0.00048688;41.00;34;0.567677617;0.1;0.71;0;0.59
NAP;2013;Good;322;0.007633372;0.008719845;0.005703631;0.001039232;0.001295424;0.000580483;30.00;24;0.140328276;1.64;1.76;0.15;31.06
WMT;2014;Good;511;0.010850756;0.01299648;0.005444668;0.00098236;0.001224265;0.000580934;44.00;39;0;0.04;0.26;0;0.32
WMT;2013;Good;185;0.007273244;0.007542346;0.006711837;0.001302942;0.001759907;0.000484677;29.00;23;0;0.43;2.38;0;8.17
CPL;2014;Good;381;0.009499935;0.00996806;0.008664514;0.000862642;0.001126194;0.000425294;38.00;28;15.71164857;3.23;1.99;0.74;81.94
SAP;2009;Good;312;0.008484174;0.008838558;0.007852514;0.000714654;0.00073008;0.000689172;65.00;41;0.05671935;2.12;2.99;0.29;27.61
UMW;2008;Good;288;0.011333798;0.015130652;0.0038503;0.001192104;0.001441711;0.000756131;65.00;37;32.8381;0.62;1.12;0.04;9.03
SAP;2009;Good;368;0.017557573;0.009614386;0.032764977;0.000724913;0.000467003;0.001150968;71.00;53;0.108018;0.47;1.9;0.02;14.11
SAP;2009;Good;306;0.006329128;0.007647666;0.003838628;0.000714592;0.000917959;0.000378641;39.00;26;0;0.62;1.99;0;9.27
SAP;2008;Good;63;0.0090627;0.010918413;0.005493161;0.00142284;0.001908959;0.000573769;31.00;25;0;0.39;2.77;0;8.85
TPL;2013;Good;189;0.010777394;0.014801437;0.003898747;0.001147289;0.001377027;0.00073591;44.00;20;85.35498326;0.68;1.58;0.01;4.98
WMT;2013;Good;361;0.010044454;0.00018072;0.02199291;0.001262271;0.001640255;0.000585434;64.00;36;0;0.17;0.8;0;0.22
UMW;2014;Good;212;0.008812436;0.008323062;0.009607479;0.000940523;0.000958641;0.000910457;71.00;46;0;0.17;1.47;0;1.38
WMT;2014;Good;434;0.011086156;0.010301132;0.012567007;0.001025235;0.001000214;0.001066755;60.00;51;0;0.46;1.02;0.01;3.14
SAP;2009;Good;101;0.003795506;0.004789693;0.002077456;0.000812789;0.001096234;0.000344554;45.00;30;0;0.8;2.39;0.01;62.27
SAP;2008;Good;31;0.008893005;0.004092837;0.018354007;0.001413715;0.000505136;0.003000667;13.00;9;0.2212804;1.52;2.22;0.24;29.02
TPL;2014;Good;7;0.008813387;0.007900851;0.010952935;0.00113398;-0.00040795;0.003692718;2.00;2;32.48149474;1.27;1.25;0.21;20.85
NAP;2013;Good;219;0.008550432;0.011071997;0.004071751;0.000971152;0.001077785;0.000780209;47.00;37;0.046155266;1.26;1.84;0.05;23.58
TPL;2008;Good;130;0.003766054;0.00400403;0.003476389;0.001196726;0.001533469;0.000608559;42.00;27;61.6204413;3.62;1.97;0.61;71.4
NAP;2009;Good;417;0.003872836;0.004517416;0.002758941;0.000802666;0.000817971;0.000777384;78.00;45;1.202963;3.24;2.33;0.38;75.47
NAP;2009;Good;79;0.003551476;0.002916478;0.004648816;0.000770848;0.000704275;0.000880823;51.00;15;1.158595;3.14;2.33;0.37;75.96
NAP;2009;Good;197;0.004148245;0.005452135;0.001894996;0.000863192;0.001124044;0.000432279;29.00;21;0;0.42;1.36;0;39.19
CPL;2009;Good;10;0.007201607;0.009157834;0.00391358;0.000940505;0.00013896;0.002264618;10.00;5;20.8462763;1.14;1.72;0.14;26.12
CPL;2009;Good;58;0.010705538;-0.004342268;0.035997885;0.000912493;0.000819202;0.001066604;16.00;12;4.105031517;5.68;2.2;1.2;157.26
NPL;2009;Good;281;0.00755684;0.009343953;0.004020116;0.00071467;0.000919454;0.000376376;28.00;26;1.252599;0.07;1.07;0;0.39
XER;2008;Good;765;0.006484203;0.004985593;0.008516271;0.001273993;0.000824393;0.002059279;72.00;58;0;0.07;0.47;0;0.03
CPL;2014;Good;84;0.008107453;0.005860853;0.012116761;0.000861944;0.000996442;0.000638754;31.00;20;9.83061483;5.65;2.71;1.27;162.8
CPL;2008;Good;367;0.008995684;0.0080538;0.009730175;0.001157927;0.001345434;0.00083042;122.00;38;9.308333254;5.95;2.84;1.33;178.27
SAP;2014;Good;99;0.009170945;0.009322539;0.00890041;0.000898499;0.001065657;0.000621111;26.00;20;0.097557872;5.54;2.87;1.05;136.55
SPL;2014;Good;309;0.005407572;0.005956169;0.003979765;0.001285692;0.001097963;0.000456934;65.00;32;0;0.06;0.21;0;0.18
SAP;2013;Good;311;0.008434649;0.010616057;0.004560137;0.000880643;0.001054053;0.000570125;40.00;28;0.001479651;17.31;8.1;2.66;991.15
XER;2008;Good;937;0.011562998;0.019065799;0.005712237;0.00118447;0.001520258;0.000597972;27.00;27;0;0.18;1.11;0;1.25
WMT;2014;Good;416;0.009203579;0.011713632;0.005125717;0.000964564;0.001083382;0.000767393;55.00;43;0;0.46;2.4;0;4.21
SAP;2009;Good;14;0.009340999;0.012465824;0.003156924;0.000872779;0.000367878;0.001706849;14.00;8;0.6035623;1.27;1.96;0.16;33.06
SAP;2009;Good;14;0.007315685;0.007274627;0.007396938;0.00087112;0.00036335;0.001709931;20.00;8;3.629076;1.8;2.34;0.21;46.51
SAP;2009;Good;404;0.007841875;0.010129433;0.003764499;0.000684683;0.000655795;0.000732404;54.00;42;0;0.88;3.05;0.02;17.62
WMT;2008;Good;425;0.008825811;0.007391908;0.011651993;0.001487161;0.001948159;0.000681969;67.00;39;0;0.26;0.14;0.24;1.75
SAP;2013;Good;264;0.009195738;0.010948175;0.006620504;0.001038932;0.001138524;0.000860596;53.00;39;0.001267077;0.63;1.33;0.05;7.91
SPL;2014;Good;328;0.00664165;0.008415316;0.002025415;0.000879222;0.001141846;0.000443414;39.00;31;8.333333333;0.06;1.2;0;0.18
CPL;2009;Good;41;0.003803786;0.004529398;0.002549857;0.000826274;0.000874888;0.000745967;26.00;16;17.40606838;1.59;1.8;0.18;19.12
CPL;2014;Good;29;0.009184668;0.010643102;0.00658193;0.000965626;0.00116305;0.000638014;51.00;19;15.89932779;3.07;1.97;0.69;77.39
SAP;2009;Good;202;0.00615504;0.006839608;0.004862006;0.000757622;0.000975276;0.00039807;49.00;32;0;0.24;1.74;0;2.16
SPL;2009;Good;266;0.0104711;0.01096987;0.0092792;0.000913837;0.001288028;0.000295693;37.00;29;42.63158;0.1;0.68;0;0.98
NAP;2009;Good;434;0.003714853;0.003440929;0.00418822;0.000837553;0.001115777;0.000377941;37.00;33;0;0.01;0.05;0;6.35
SPL;2014;Good;367;0.009183809;0.005053058;0.015795561;0.000833423;0.001069592;0.000441516;41.00;30;9.022987043;0.48;0.97;0.01;1.33
SPL;2013;Good;372;0.022334845;-0.007825563;0.082233571;0.001139462;0.001419732;0.000637596;67.00;35;0;1.02;1.91;0.15;21.21
UMW;2014;Good;51;0.00914806;0.012059288;0.004418443;0.000819484;0.00083162;0.000799346;38.00;18;21.43360552;1.37;1.45;0.24;22.97
XER;2009;Good;45;0.007230419;0.009625713;0.002706106;0.00089162;1.75E-05;0.002335608;7.00;5;1.107501453;0.33;0.88;0.03;3.31
CPL;2013;Good;373;0.009332321;0.010940107;0.006583994;0.001025386;0.001302259;0.000529603;102.00;30;0;1.88;0.96;0.34;30.35
WMT;2008;Good;392;0.004019266;0.002223193;0.006205437;0.001478646;0.002049717;0.000481196;52.00;34;0;0.31;0.74;0;0.26
NAP;2008;Good;104;0.004246438;0.005579938;0.002623308;0.00120542;0.001491799;0.00070522;48.00;36;0.181198071;1.19;1.11;0.2;17.24
NAP;2013;Good;479;0.007435492;0.010187525;0.00410181;0.001098215;0.000727405;0.001762208;73.00;55;0.198642609;0.13;0.97;0;4.65
NAP;2014;Good;406;0.011149291;0.008229123;0.01850657;0.000859705;0.001093702;0.000471401;30.00;24;0.109648264;17.07;4.74;4.3;426.72
WMT;2013;Good;380;0.008630081;0.011540356;0.004099664;0.001350859;0.001749393;0.000637224;38.00;20;0;0;0.14;0;0.53
CPL;2009;Good;195;0.008161107;0.011003271;0.002792731;0.0007864;0.000798549;0.000766331;16.00;16;0.567387246;0.53;1.28;0.01;5.97
SAP;2009;Good;261;0.01004933;0.00755382;0.01572957;0.000736484;0.000708685;0.000782407;62.00;44;0.091887395;0.94;1.94;0.14;24.68
SPL;2014;Good;66;0.012531834;0.016047361;0.003674563;0.000959365;0.001012773;0.000870738;48.00;16;0;0.04;1.46;0.01;1.94
UMW;2013;Good;78;0.00874049;0.011273939;0.003455143;0.001113238;0.001302382;0.000774548;33.00;20;24.15314414;1.02;1.43;0.05;9.17
NPL;2013;Good;262;0.008134682;0.010924703;0.004034704;0.00101257;0.001182126;0.000708953;52.00;36;1.72982044;0.25;1.03;0;0.17
SAP;2013;Good;420;0.006904541;0.00175223;0.014475943;0.001122273;0.001464216;0.000509974;35.00;25;0.821444012;0.02;0.95;0;14.11
SAP;2014;Good;419;0.009363593;0.003858852;0.018174578;0.000925805;0.000934421;0.000911509;70.00;46;0;0.03;0.32;0;11.11
UMW;2008;Good;181;0.004121682;0.005653372;0.002257316;0.001117515;0.001419308;0.000590395;50.00;30;15.60054495;1.67;1.9;0.22;20.04
SAP;2014;Good;388;0.009983539;0.011557787;0.006017266;0.000894613;0.001185674;0.000411614;36.00;30;8.68338055;2.37;2.39;0.66;71.08
XER;2009;Good;23;0.009835886;0.011507836;0.006688002;0.000881815;0.000676491;0.001221;14.00;11;19.28454276;0.54;1.04;0.07;9.93
UMW;2013;Good;421;0.010871961;0.004918694;0.023291824;0.001064366;0.000433201;0.002194562;79.00;62;0.349951339;0.38;1.35;0.02;3.36
CPL;2009;Good;82;0.008910902;0.008664631;0.009471459;0.000816223;0.001038901;0.000448369;22.00;21;25.98867562;1.64;1.41;0.24;21.16
SAP;2009;Good;8;0.0112672;0.013650333;0.005572291;0.000865867;0.000350284;0.001717585;33.00;8;45.65282;1.31;1.88;0;34.44
NAP;2013;Good;212;0.006457886;0.007527936;0.004557316;0.001202247;0.001635293;0.000426813;39.00;29;1.909959072;0.47;0.45;0;18.5
TPL;2014;Good;319;0.00577256;0.007137262;0.002220715;0.000723711;0.000793429;0.000608019;51.00;35;79.77332416;2.36;2.26;0.47;45.47
CPL;2009;Good;34;0.009303471;0.005143191;0.017536726;0.000837704;0.000286078;0.001748961;9.00;8;0.50198871;1.8;1.61;0.28;35.1
WMT;2008;Good;331;0.005678723;0.00472144;0.006976768;0.001367787;0.001799266;0.000614151;60.00;36;0;0.18;1.99;0;2.38
CPL;2014;Good;119;0.008913119;0.011410221;0.004456762;0.000803059;0.000980408;0.000508758;49.00;33;12.72697283;1.51;1.69;0.16;18.63
TPL;2014;Good;476;0.008429841;0.010937604;0.003543349;0.000802227;0.000868057;0.000692986;41.00;39;86.59611283;1.67;2.03;0.12;18.68
NAP;2008;Good;232;0.008997088;0.003646804;0.019542353;0.00137063;0.001831431;0.000565781;52.00;35;0.08753918;0.43;0.93;0.03;6.54
NPL;2009;Good;292;0.012350867;0.015022748;0.007235492;0.000761425;0.000991074;0.000382057;35.00;31;2.469454;0.45;1.94;0;0.85
NAP;2014;Good;437;0.007375401;0.009266311;0.003690873;0.00086246;0.000209491;0.001946022;154.00;70;0.065183049;0.5;0.93;0.01;4.95
XER;2008;Good;555;0.00911892;0.010200767;0.00698663;0.001304303;0.001631014;0.000733658;59.00;38;0;0.14;0.83;0.01;0.05
WMT;2013;Good;305;0.007453677;0.001006378;0.020904202;0.00124679;0.001650928;0.000523121;48.00;23;0;0.14;1.6;0;0.34
WMT;2014;Good;204;0.012355311;0.013086077;0.010976812;0.00098458;0.001263291;0.000522078;25.00;21;0;0.4;0.9;0.02;9.34
CPL;2009;Good;291;0.009646081;0.009841258;0.009259821;0.000819043;0.000349013;0.001595509;10.00;9;2.013817433;1.37;2.15;0.01;21.72
WMT;2009;Good;397;0.008011398;0.010115863;0.00384663;0.000911179;0.001255576;0.000342253;45.00;33;0;0;0;0;0.25
NAP;2008;Good;367;0.006776475;0.006613507;0.006997455;0.001301799;0.00130911;0.00128903;70.00;47;0;0.9;3.14;0.08;11.6
XER;2008;Good;837;0.008394836;0.00559981;0.013674177;0.001370186;0.00121242;0.001645745;61.00;53;0;0.44;1.94;0;0.5
SAP;2013;Good;183;0.007732735;0.010210929;0.004090991;0.001058036;0.001373947;0.000492349;30.00;28;0.634987237;1.3;1.96;0.17;33.06
WMT;2014;Good;447;0.014873624;0.009120816;0.024189668;0.000970004;0.000918147;0.001056057;98.00;50;0;0.15;1.02;0;4.28
SAP;2013;Good;2;0.007009918;0.007192969;0.006740921;0.001430495;-0.000432088;0.00476573;3.00;2;1.832909612;1.99;2.68;0.31;41.21
NAP;2013;Good;492;0.007116273;0.007211457;0.006947211;0.001179378;0.001320568;0.000926554;61.00;42;0;0.12;0.09;0;1.53
CPL;2013;Good;349;0.007305497;0.00933582;0.004321905;0.001024934;0.001303056;0.000526915;33.00;30;26.4002195;2.4;2.19;0.2;76.95
UMW;2009;Good;424;0.008919839;0.009207266;0.008351018;0.000755105;0.000926954;0.000471219;39.00;35;0;0.16;0.4;0;0.71
CPL;2009;Good;206;0.006419738;0.007383099;0.004513233;0.000731712;0.000848658;0.000538524;82.00;37;0;0.69;1.32;0;8.43
SAP;2008;Good;212;0.009292921;0.012012993;0.003931733;0.001241669;0.001503439;0.000784454;50.00;38;0.00019721;0.41;1.4;0.01;10.14
SAP;2014;Good;22;0.007096787;0.007282363;0.006735184;0.000993942;0.000195287;0.00231926;15.00;7;0.000823002;1.98;2.26;0.4;28.37
WMT;2008;Good;406;0.008750559;0.010044963;0.006199324;0.001421807;0.001655441;0.001013735;49.00;44;0;0;0.04;0;1.67
SAP;2014;Good;85;0.006625067;0.004738362;0.0103014;0.000848764;0.001098786;0.000433869;64.00;27;0;1.62;1.54;0.26;22.69
NAP;2013;Good;125;0.007208459;0.004958799;0.011204197;0.001072303;0.001182543;0.000874903;28.00;19;63.46343063;6.01;1.45;2.36;37.81
XER;2013;Good;405;0.008640953;0.0088984;0.00810386;0.001248429;0.001566016;0.000679743;45.00;38;0;0.45;1.94;0;0.5
SAP;2013;Good;352;0.009158044;0.012206133;0.00441309;0.001036754;0.001061264;0.000992864;49.00;41;0;0.58;1.3;0;17.85
WMT;2014;Good;391;0.016230795;0.018486;0.011976632;0.001003021;0.001318362;0.000479732;38.00;36;0;0;0.06;0;1.11
CPL;2014;Good;155;0.008018854;0.008234707;0.007598256;0.00088828;0.001173633;0.000414754;39.00;27;73.65278395;0.95;1.45;0.08;7.1
CPL;2013;Good;357;0.010020812;0.013456391;0.004148077;0.001077683;0.001345365;0.000598359;29.00;23;44.47297831;1.38;2.15;0.13;31.98
NAP;2014;Good;476;0.009384164;0.002969533;0.021883369;0.000898426;0.00061633;0.001366546;83.00;56;0;0.03;0.09;0;0.09
TPL;2008;Good;38;0.004271755;0.004795874;0.0036338;0.001453867;0.000588813;0.0029648;10.00;9;11.51521866;12.7;3.78;1.33;330.06
XER;2008;Good;389;0.009472451;0.010900509;0.006725524;0.001342872;0.001759105;0.000615867;29.00;25;0;0.22;0.85;0;5.34
NPL;2013;Good;428;0.007642546;0.010380392;0.003619237;0.001012373;0.001055117;0.000935833;83.00;40;11.65855266;0.25;1.16;0;0.41
UMW;2013;Good;43;0.010409457;-0.001122241;0.034467192;0.001295999;0.001559324;0.000824474;77.00;18;0;0.02;0.38;0;1.81
SPL;2008;Good;678;0.012902131;0.002885106;0.020713508;0.001144545;0.001365786;0.000758118;50.00;37;0.657943947;0.86;0.87;0.08;21.09
UMW;2009;Good;437;0.016768069;0.020613947;0.009122905;0.000658354;0.000799774;0.000424736;81.00;31;57.06110572;1.82;1.53;0.09;37.32
NAP;2008;Good;411;0.006663028;0.007804137;0.00511572;0.001214916;0.001285034;0.001092447;52.00;43;0;0;0.11;0;0.43
NAP;2009;Good;513;0.004629119;0.000797263;0.011250939;0.000786453;0.000763029;0.000825149;68.00;46;0.007807011;0.8;0.68;0.41;3.63
CPL;2009;Good;191;0.009446954;0.012027164;0.00434068;0.000770492;0.000948468;0.000476486;33.00;21;0.010520041;15.92;5.77;2.82;394.99
SAP;2013;Good;68;0.011209034;0.014475101;0.006141712;0.001053473;0.001092253;0.000984032;30.00;18;7.354167494;0.67;1.47;0.03;21.59
NAP;2013;Good;104;0.009363632;0.01185428;0.005106151;0.001129936;0.001103108;0.001177976;25.00;16;0.098548451;0.88;1.31;0.06;11.1
NAP;2008;Good;220;0.008208181;0.009892218;0.004888989;0.001412086;0.001942403;0.000485817;37.00;32;0.01483731;0.83;1.4;0.04;9.89
TPL;2009;Good;184;0.00901994;0.010708908;0.00517554;0.000739988;0.000945986;0.00039969;64.00;24;15.44518474;0.82;1.47;0.05;7
NAP;2013;Good;156;0.007228306;0.009194173;0.003736628;0.001209352;0.001644845;0.000429537;32.00;28;0;1.65;2.13;0;204.47
WMT;2008;Good;427;0.010640315;0.006413566;0.018770637;0.001388573;0.001670498;0.000896153;27.00;21;0;0.45;1.66;0.01;1.51
WMT;2014;Good;53;0.013593224;0.014659401;0.01090702;0.001030277;-4.59E-05;0.002816132;5.00;5;0.027924134;0.64;2.4;0.11;9.11
WMT;2013;Good;481;0.011272518;0.001442035;0.026575606;0.001252364;0.001632062;0.000572457;31.00;22;0;0.03;0.81;0;0.5
TPL;2008;Good;292;0.004306027;0.00503168;0.003422765;0.001177439;0.001388615;0.000808592;70.00;38;77.54986522;2.42;1.8;0.32;35.29
CPL;2009;Good;274;0.009001547;0.010619428;0.005318951;0.000771791;0.000817425;0.000696405;29.00;17;27.68327526;1.43;1.44;0.25;26.94
CPL;2008;Good;428;0.004459956;0.00461445;0.004271905;0.001291107;0.001660853;0.000645296;42.00;25;27.69980511;1.44;1.44;0.25;27.14
NAP;2013;Good;164;0.00684244;0.008503022;0.003892993;0.000946741;0.001172247;0.000542939;36.00;28;2.297656745;0.2;1.35;0;5.8
XER;2009;Good;78;0.007771749;0.010314371;0.002969158;0.000892763;0.000608825;0.001361813;12.00;10;1.097142796;0.33;0.88;0.03;3.28
SPL;2008;Good;656;0.010462762;0.013489011;0.004641647;0.001247558;0.001649257;0.000545938;34.00;28;0.03605677;0.05;1.12;0;0.26
CPL;2014;Good;358;0.007019219;0.007344242;0.006385896;0.000867133;0.00113925;0.000415571;33.00;28;68.73764473;1.11;1.91;0.13;10.81
TPL;2014;Good;460;0.00519248;0.006201729;0.002565755;0.000727633;0.00071242;0.000752878;167.00;39;59.3133748;6.96;2.41;1.8;173.63
UMW;2009;Good;398;0.015945252;0.018915753;0.010040236;0.000785167;0.001046033;0.00035423;29.00;25;0;0.57;0.83;0.01;3.81
TPL;2008;Good;56;0.004032968;0.001689682;0.006885206;0.001297309;0.001308048;0.001278551;34.00;18;2.838495804;1.29;1.46;0.02;16.53
CPL;2008;Good;188;0.00525853;0.005885892;0.004494908;0.001256923;0.001368105;0.001062729;24.00;20;15.43822781;0.98;1.44;0.15;11.91
NAP;2009;Good;325;0.003521133;0.003862794;0.002930711;0.000798692;0.000878824;0.000666319;51.00;42;0;0.25;1.87;0;21.77
UMW;2014;Good;417;0.008724602;0.011265573;0.004596508;0.000927056;0.001249866;0.000391374;42.00;29;0;0.01;0.47;0;14.06
SAP;2014;Good;368;0.01281107;0.017493237;0.005228811;0.000855688;0.000989306;0.000633958;50.00;38;0.092526277;2.52;2.94;0.37;34
CPL;2009;Good;178;0.007155616;0.00821937;0.005367659;0.000835019;0.000723957;0.001018488;15.00;13;2.029555973;1.73;1.37;0.21;56.37
TPL;2013;Good;458;0.011207021;0.014099734;0.006718959;0.001115215;0.000993829;0.001332574;21.00;15;76.99612007;0.8;1.67;0.04;8.84
NAP;2009;Good;276;0.007441556;0.007845743;0.006762198;0.000739144;0.000639794;0.000903265;79.00;47;1.357872767;4.57;2.79;0.79;121.32
